order_id,order_date,ship_date,ship_mode,region,customer_id
CA-2015-106565,20/03/2015,23/03/2015,First Class,Central,BW-11110
CA-2016-149370,15/09/2016,19/09/2016,Standard Class,East,DB-13210
CA-2014-140858,28/06/2014,02/07/2014,Standard Class,East,CA-12775
CA-2017-101434,20/06/2017,27/06/2017,Standard Class,East,TR-21325
US-2014-102071,09/05/2014,15/05/2014,Standard Class,West,PG-18820
CA-2017-126956,21/08/2017,28/08/2017,Standard Class,Central,GT-14710
CA-2017-129462,16/06/2017,21/06/2017,Second Class,South,JE-15745
CA-2016-165316,23/07/2016,27/07/2016,Standard Class,South,JB-15400
US-2014-115987,08/09/2014,13/09/2014,Second Class,Central,LH-17020
US-2017-156083,04/11/2017,11/11/2017,Standard Class,South,JL-15175
US-2016-137547,07/03/2016,12/03/2016,Standard Class,Central,EB-13705
CA-2015-100454,20/11/2015,25/11/2015,Standard Class,East,BM-11650
CA-2016-161669,07/11/2016,09/11/2016,First Class,West,EM-14095
CA-2015-114300,13/10/2015,17/10/2015,Standard Class,South,AF-10885
CA-2017-107503,01/01/2017,06/01/2017,Standard Class,East,GA-14725
CA-2014-107755,07/02/2014,12/02/2014,Standard Class,East,CK-12760
CA-2016-152534,20/06/2016,25/06/2016,Second Class,West,DP-13105
CA-2016-113747,28/05/2016,04/06/2016,Standard Class,South,VD-21670
CA-2016-123274,19/02/2016,24/02/2016,Standard Class,East,GT-14710
CA-2014-125612,03/08/2014,08/08/2014,Standard Class,East,BK-11260
CA-2017-161984,10/04/2017,15/04/2017,Standard Class,East,SJ-20125
CA-2014-133851,09/06/2014,16/06/2014,Standard Class,West,CM-12445
CA-2016-134474,05/01/2016,07/01/2016,Second Class,South,AJ-10795
CA-2014-149020,10/01/2014,15/01/2014,Standard Class,South,AJ-10780
CA-2016-134362,29/09/2016,02/10/2016,First Class,East,LS-16945
CA-2014-136742,06/04/2014,10/04/2014,Standard Class,East,GP-14740
CA-2016-158099,03/09/2016,05/09/2016,First Class,East,PK-18910
CA-2015-131128,19/10/2015,20/10/2015,First Class,East,TB-21520
CA-2014-148488,10/12/2014,15/12/2014,Standard Class,East,SM-20005
CA-2017-114636,25/08/2017,29/08/2017,Standard Class,South,GA-14725
CA-2016-116736,17/01/2016,21/01/2016,Standard Class,East,CC-12430
US-2014-158638,17/09/2014,21/09/2014,Standard Class,East,AG-10765
CA-2017-111689,30/11/2017,02/12/2017,Second Class,East,HP-14815
CA-2015-129098,09/10/2015,13/10/2015,Standard Class,South,DK-13090
US-2017-123463,23/12/2017,23/12/2017,Same Day,West,GZ-14470
CA-2016-165148,22/10/2016,24/10/2016,First Class,Central,PM-19135
CA-2014-134061,29/04/2014,04/05/2014,Standard Class,East,LL-16840
CA-2015-143602,25/04/2015,28/04/2015,Second Class,West,JS-15595
CA-2017-115364,26/06/2017,02/07/2017,Standard Class,West,OT-18730
CA-2017-150707,14/10/2017,19/10/2017,Standard Class,East,EL-13735
CA-2014-104976,09/12/2014,16/12/2014,Standard Class,West,CK-12760
CA-2017-132934,20/06/2017,26/06/2017,Standard Class,East,JE-15475
CA-2017-133256,26/06/2017,27/06/2017,First Class,Central,TH-21550
CA-2016-105494,10/11/2016,12/11/2016,First Class,West,PC-18745
CA-2016-140634,03/10/2016,06/10/2016,Second Class,Central,HL-15040
CA-2014-144407,09/09/2014,15/09/2014,Standard Class,Central,MS-17365
CA-2017-160983,29/10/2017,31/10/2017,Second Class,East,GB-14530
US-2016-114622,10/04/2016,12/04/2016,First Class,East,JR-16210
CA-2017-150959,11/11/2017,13/11/2017,First Class,Central,TD-20995
CA-2017-132353,15/09/2017,17/09/2017,First Class,Central,DB-13060
CA-2016-130477,08/04/2016,12/04/2016,Standard Class,West,LC-17140
CA-2017-143259,30/12/2017,03/01/2018,Standard Class,East,PO-18865
CA-2017-137596,02/09/2017,07/09/2017,Standard Class,Central,BE-11335
CA-2015-133627,31/05/2015,07/06/2015,Standard Class,East,SC-20050
CA-2017-102519,27/11/2017,29/11/2017,First Class,Central,BM-11650
US-2014-141215,15/06/2014,21/06/2014,Standard Class,Central,KL-16555
CA-2016-165218,05/03/2016,11/03/2016,Standard Class,Central,RW-19630
CA-2014-138296,05/12/2014,12/12/2014,Standard Class,South,RC-19825
CA-2015-111164,11/04/2015,15/04/2015,Standard Class,East,SE-20110
CA-2016-149797,15/09/2016,20/09/2016,Standard Class,East,AH-10075
CA-2014-132962,13/09/2014,16/09/2014,First Class,East,JM-15535
CA-2015-115091,05/10/2015,09/10/2015,Standard Class,South,JJ-15760
CA-2017-144932,14/04/2017,17/04/2017,First Class,East,AB-10165
CA-2017-114216,02/09/2017,06/09/2017,Standard Class,East,RK-19300
CA-2016-140081,20/06/2016,24/06/2016,Standard Class,East,CG-12040
US-2017-111745,05/11/2017,06/11/2017,First Class,West,RA-19885
CA-2015-148250,13/12/2015,17/12/2015,Standard Class,West,RP-19270
CA-2016-105760,19/06/2016,20/06/2016,First Class,West,KC-16255
CA-2016-142958,13/12/2016,20/12/2016,Standard Class,West,RW-19630
CA-2015-120880,29/05/2015,03/06/2015,Standard Class,West,JL-15850
US-2015-140200,26/07/2015,28/07/2015,First Class,West,CA-12775
US-2017-110576,28/11/2017,02/12/2017,Standard Class,East,RB-19795
CA-2017-131156,03/04/2017,07/04/2017,Standard Class,East,KH-16360
CA-2017-136539,28/12/2017,01/01/2018,Standard Class,Central,GH-14665
CA-2017-119305,30/11/2017,04/12/2017,Standard Class,South,SW-20275
CA-2017-102414,15/05/2017,18/05/2017,Second Class,West,JA-15970
CA-2015-112571,22/09/2015,22/09/2015,Same Day,West,DL-12925
CA-2017-152142,14/11/2017,19/11/2017,Standard Class,West,LW-16990
CA-2015-160059,27/11/2015,01/12/2015,Standard Class,South,TB-21190
CA-2016-120859,01/09/2016,04/09/2016,First Class,West,CV-12805
CA-2014-127488,22/09/2014,24/09/2014,Second Class,South,MS-17365
CA-2017-135279,09/04/2017,11/04/2017,First Class,East,BS-11800
CA-2014-115791,16/01/2014,18/01/2014,Second Class,East,DL-13315
US-2017-103247,05/10/2017,08/10/2017,Second Class,East,PO-19195
US-2017-100209,09/07/2017,15/07/2017,Standard Class,West,TD-20995
CA-2017-159366,07/01/2017,10/01/2017,First Class,Central,BW-11110
CA-2016-145499,30/05/2016,31/05/2016,First Class,South,RW-19690
CA-2015-157035,09/12/2015,12/12/2015,First Class,Central,KB-16600
CA-2016-144939,03/10/2016,08/10/2016,Standard Class,East,EB-13870
CA-2014-163419,11/11/2014,14/11/2014,Second Class,West,TZ-21580
CA-2017-100314,29/09/2017,05/10/2017,Standard Class,Central,AS-10630
CA-2015-146829,10/03/2015,10/03/2015,Same Day,Central,TS-21340
CA-2017-167899,21/05/2017,26/05/2017,Standard Class,East,JG-15805
CA-2015-153549,29/03/2015,31/03/2015,Second Class,South,SL-20155
CA-2016-110023,09/09/2016,11/09/2016,First Class,East,TS-21610
CA-2016-105585,26/08/2016,27/08/2016,First Class,West,RF-19735
CA-2014-117639,21/05/2014,25/05/2014,Standard Class,South,MW-18235
CA-2015-162537,28/10/2015,03/11/2015,Standard Class,South,RD-19585
CA-2016-155488,13/11/2016,17/11/2016,Standard Class,West,FM-14290
CA-2015-124891,31/07/2015,31/07/2015,Same Day,East,RH-19495
CA-2015-126445,27/08/2015,31/08/2015,Standard Class,West,RA-19945
CA-2015-111199,13/11/2015,17/11/2015,Standard Class,South,JK-15730
CA-2015-105312,06/11/2015,09/11/2015,First Class,West,MT-17815
US-2017-106705,26/12/2017,01/01/2018,Standard Class,Central,PO-18850
CA-2017-135034,01/08/2017,03/08/2017,First Class,Central,AT-10735
CA-2014-158540,24/11/2014,26/11/2014,First Class,West,VG-21790
CA-2017-118437,17/06/2017,21/06/2017,Second Class,West,PF-19165
US-2015-126214,21/12/2015,24/12/2015,Second Class,West,JS-15880
CA-2015-133025,17/09/2015,19/09/2015,Second Class,West,MO-17800
CA-2015-108665,06/07/2015,10/07/2015,Standard Class,East,KM-16225
CA-2015-124450,27/04/2015,03/05/2015,Standard Class,East,GT-14710
CA-2015-167269,16/06/2015,20/06/2015,Standard Class,East,PB-19150
CA-2017-106964,17/12/2017,20/12/2017,First Class,West,HR-14770
CA-2016-126529,11/01/2016,13/01/2016,Second Class,East,DE-13255
CA-2014-163552,11/07/2014,15/07/2014,Standard Class,East,LA-16780
CA-2016-109820,20/11/2016,22/11/2016,First Class,East,AG-10390
CA-2016-113061,22/04/2016,26/04/2016,Standard Class,Central,EL-13735
CA-2015-127418,13/06/2015,14/06/2015,First Class,West,JJ-15445
CA-2017-121818,20/11/2017,21/11/2017,First Class,South,JH-15430
CA-2016-127670,20/03/2016,24/03/2016,Standard Class,Central,RD-19660
CA-2016-102981,06/09/2016,09/09/2016,Second Class,East,MO-17500
CA-2017-115651,09/07/2017,12/07/2017,First Class,Central,NS-18640
CA-2017-152702,12/10/2017,16/10/2017,Standard Class,Central,SN-20710
CA-2016-169103,08/03/2016,13/03/2016,Standard Class,South,ZC-21910
CA-2014-139192,27/05/2014,01/06/2014,Second Class,West,LC-16885
US-2015-153500,03/07/2015,05/07/2015,First Class,East,DG-13300
CA-2015-110667,04/04/2015,08/04/2015,Standard Class,East,NF-18595
CA-2017-167150,10/12/2017,17/12/2017,Standard Class,West,BP-11185
CA-2016-105284,24/11/2016,01/12/2016,Standard Class,East,MG-17650
US-2015-125374,23/03/2015,29/03/2015,Standard Class,Central,JD-16060
CA-2015-161263,16/04/2015,21/04/2015,Standard Class,East,TS-21160
CA-2016-157686,01/10/2016,02/10/2016,First Class,West,BD-11620
US-2017-139955,28/09/2017,30/09/2017,Second Class,Central,CM-12160
US-2015-150161,25/07/2015,29/07/2015,Standard Class,East,RB-19795
CA-2015-144652,20/11/2015,26/11/2015,Standard Class,West,SN-20560
CA-2016-152814,28/04/2016,02/05/2016,Standard Class,West,EH-14005
CA-2017-106943,14/11/2017,19/11/2017,Standard Class,East,FO-14305
CA-2016-134348,12/11/2016,19/11/2016,Standard Class,West,MS-17710
CA-2016-161781,29/09/2016,30/09/2016,First Class,Central,CC-12100
CA-2017-132521,23/09/2017,25/09/2017,Second Class,West,DW-13540
CA-2015-110016,29/11/2015,04/12/2015,Standard Class,Central,BT-11395
US-2016-143819,01/03/2016,05/03/2016,Standard Class,East,KD-16270
CA-2016-167584,12/08/2016,12/08/2016,Same Day,Central,LC-16870
CA-2016-166163,15/08/2016,20/08/2016,Second Class,West,CY-12745
CA-2017-158407,04/06/2017,10/06/2017,Standard Class,South,LW-16990
CA-2015-143490,06/12/2015,13/12/2015,Standard Class,West,NP-18325
CA-2015-165085,27/12/2015,31/12/2015,Standard Class,East,BT-11485
CA-2017-160423,21/01/2017,26/01/2017,Standard Class,South,PS-19045
CA-2014-159338,25/06/2014,28/06/2014,First Class,West,NS-18640
CA-2016-107216,14/06/2016,17/06/2016,First Class,West,PV-18985
US-2017-145863,21/04/2017,27/04/2017,Standard Class,Central,RP-19390
CA-2016-112340,21/10/2016,27/10/2016,Standard Class,West,NM-18520
US-2016-110156,19/11/2016,24/11/2016,Standard Class,Central,EH-13945
CA-2017-140585,18/12/2017,23/12/2017,Second Class,West,RA-19915
CA-2016-144855,22/07/2016,24/07/2016,Second Class,West,DL-13495
CA-2015-142755,04/09/2015,08/09/2015,Standard Class,South,CS-12355
US-2014-147627,20/01/2014,26/01/2014,Standard Class,South,HL-15040
CA-2015-105970,02/03/2015,07/03/2015,Standard Class,Central,PA-19060
CA-2016-112102,12/04/2016,16/04/2016,Standard Class,South,BD-11605
US-2016-114776,06/12/2016,07/12/2016,First Class,West,GG-14650
US-2016-134908,05/06/2016,09/06/2016,Standard Class,East,JS-15940
US-2016-148803,11/12/2016,11/12/2016,Same Day,South,LR-16915
CA-2016-152170,12/11/2016,15/11/2016,Second Class,Central,FH-14275
CA-2014-146969,29/09/2014,03/10/2014,Standard Class,West,AP-10915
CA-2015-112452,04/04/2015,04/04/2015,Same Day,Central,NC-18340
CA-2015-113971,08/05/2015,14/05/2015,Standard Class,East,CB-12535
CA-2017-160395,31/12/2016,06/01/2017,Standard Class,West,KL-16555
CA-2014-136567,20/12/2014,21/12/2014,First Class,South,PS-19045
CA-2016-149314,02/07/2016,07/07/2016,Second Class,West,GB-14530
CA-2017-147039,29/06/2017,04/07/2017,Standard Class,Central,AA-10315
CA-2014-126522,01/09/2014,05/09/2014,Second Class,West,LT-16765
CA-2014-127964,03/03/2014,08/03/2014,Standard Class,East,AP-10720
CA-2014-117709,04/05/2014,08/05/2014,Standard Class,Central,PM-18940
CA-2015-125416,02/11/2015,02/11/2015,Same Day,West,KC-16540
CA-2017-145226,08/12/2017,10/12/2017,Second Class,East,DL-13315
US-2014-100279,10/03/2014,14/03/2014,Standard Class,Central,SW-20275
CA-2014-158064,21/04/2014,25/04/2014,Standard Class,West,AA-10375
US-2015-104430,22/10/2015,26/10/2015,Standard Class,Central,LT-17110
CA-2015-132080,22/08/2015,25/08/2015,First Class,East,DP-13105
CA-2016-161207,29/08/2016,03/09/2016,Standard Class,East,AB-10060
CA-2014-120243,27/12/2014,30/12/2014,Second Class,West,AT-10435
CA-2016-113621,01/12/2016,05/12/2016,Standard Class,East,JE-15745
CA-2016-168081,24/04/2016,27/04/2016,Second Class,Central,CA-12055
CA-2014-128146,21/06/2014,25/06/2014,Standard Class,East,DB-13060
CA-2017-138779,14/01/2017,15/01/2017,First Class,South,RB-19570
CA-2014-127131,24/11/2014,30/11/2014,Standard Class,West,HR-14830
CA-2017-117212,26/02/2017,28/02/2017,Second Class,West,BT-11530
US-2015-130519,15/09/2015,15/09/2015,Same Day,South,NG-18355
CA-2016-130946,08/04/2016,12/04/2016,Standard Class,Central,ZC-21910
CA-2016-114727,18/07/2016,24/07/2016,Standard Class,West,LS-16945
CA-2017-133235,01/08/2017,04/08/2017,First Class,South,LH-16750
CA-2016-137050,14/07/2016,18/07/2016,Second Class,East,SW-20755
US-2017-118087,09/09/2017,13/09/2017,Standard Class,East,SP-20620
CA-2014-110184,12/07/2014,16/07/2014,Standard Class,West,BF-11170
CA-2016-126004,04/12/2016,05/12/2016,First Class,East,BM-11140
CA-2017-100013,06/11/2017,11/11/2017,Standard Class,West,ZC-21910
CA-2015-132570,31/10/2015,02/11/2015,Second Class,East,KT-16480
CA-2016-153682,30/05/2016,01/06/2016,First Class,East,BG-11695
CA-2016-144344,28/10/2016,28/10/2016,Same Day,South,PG-18820
CA-2014-127012,11/08/2014,15/08/2014,Standard Class,West,GM-14680
CA-2016-128727,29/08/2016,04/09/2016,Standard Class,East,MO-17800
US-2016-162859,15/02/2016,22/02/2016,Standard Class,East,PG-18820
CA-2017-133641,14/05/2017,21/05/2017,Standard Class,South,EJ-14155
CA-2014-168494,12/12/2014,14/12/2014,Second Class,West,NP-18700
CA-2017-115602,18/12/2017,24/12/2017,Standard Class,East,DJ-13630
CA-2015-154956,04/07/2015,09/07/2015,Standard Class,Central,IM-15070
CA-2017-144638,10/03/2017,14/03/2017,Standard Class,East,MH-18115
US-2016-168620,24/12/2016,28/12/2016,Second Class,South,RB-19795
CA-2017-117079,23/10/2017,27/10/2017,Standard Class,South,JR-15700
US-2016-144393,28/10/2016,04/11/2016,Standard Class,South,SM-20950
CA-2017-105053,07/07/2017,09/07/2017,Second Class,East,CS-12355
CA-2016-155992,01/10/2016,02/10/2016,First Class,Central,CC-12220
CA-2017-110380,02/09/2017,07/09/2017,Standard Class,West,PF-19225
US-2014-167738,24/12/2014,29/12/2014,Standard Class,West,JC-16105
CA-2017-121412,23/09/2017,27/09/2017,Standard Class,West,BG-11695
CA-2017-100426,04/06/2017,08/06/2017,Standard Class,South,DC-12850
US-2016-103646,21/04/2016,26/04/2016,Standard Class,Central,SP-20545
CA-2016-119186,26/05/2016,26/05/2016,Same Day,Central,MS-17710
CA-2016-148698,02/05/2016,07/05/2016,Standard Class,Central,BD-11770
CA-2014-163293,08/09/2014,11/09/2014,First Class,South,KC-16255
CA-2016-160815,05/09/2016,06/09/2016,First Class,Central,TR-21325
CA-2017-122154,09/04/2017,11/04/2017,First Class,South,SA-20830
US-2015-149692,06/12/2015,12/12/2015,Standard Class,Central,KW-16435
CA-2016-119445,26/06/2016,03/07/2016,Standard Class,East,GM-14500
CA-2015-124268,04/07/2015,08/07/2015,Standard Class,East,AD-10180
CA-2016-154711,22/11/2016,26/11/2016,Standard Class,East,TB-21355
CA-2016-163384,10/11/2016,12/11/2016,First Class,West,CC-12430
CA-2015-101707,27/08/2015,01/09/2015,Standard Class,West,PF-19165
CA-2015-138898,25/05/2015,29/05/2015,Standard Class,West,JH-16180
CA-2017-115427,30/12/2017,03/01/2018,Standard Class,West,EB-13975
CA-2016-134425,08/12/2016,12/12/2016,Second Class,Central,QJ-19255
CA-2015-121391,04/10/2015,07/10/2015,First Class,West,AA-10315
CA-2016-137043,23/12/2016,25/12/2016,Second Class,South,LC-17140
CA-2015-115847,19/09/2015,24/09/2015,Second Class,South,TC-21535
US-2017-126179,03/07/2017,07/07/2017,Standard Class,South,CS-12460
CA-2016-101966,14/07/2016,16/07/2016,Second Class,Central,BM-11785
CA-2016-141397,20/06/2016,21/06/2016,First Class,West,RC-19825
CA-2016-141082,09/12/2016,13/12/2016,Standard Class,East,FM-14380
US-2016-134488,24/09/2016,01/10/2016,Standard Class,East,PK-19075
CA-2016-145919,18/12/2016,23/12/2016,Standard Class,West,HG-14965
CA-2017-157651,10/12/2017,14/12/2017,Standard Class,East,HA-14920
CA-2014-160773,01/07/2014,05/07/2014,Standard Class,South,LW-16825
CA-2017-167703,03/02/2017,08/02/2017,Standard Class,East,MC-17575
CA-2017-121804,03/03/2017,08/03/2017,Standard Class,South,LP-17095
CA-2017-162635,09/10/2017,10/10/2017,First Class,South,EB-14170
CA-2014-107153,28/09/2014,03/10/2014,Standard Class,East,GZ-14545
US-2014-117058,27/05/2014,30/05/2014,First Class,Central,LE-16810
CA-2015-120439,14/06/2015,18/06/2015,Standard Class,East,AD-10180
CA-2016-128258,30/03/2016,01/04/2016,First Class,East,CP-12085
CA-2017-106033,15/10/2017,18/10/2017,Second Class,West,FG-14260
CA-2016-142762,23/05/2016,27/05/2016,Standard Class,West,LD-17005
CA-2017-127705,02/06/2017,06/06/2017,Standard Class,East,AB-10255
CA-2014-122567,16/02/2014,21/02/2014,Standard Class,Central,MN-17935
CA-2014-121664,06/05/2014,10/05/2014,Standard Class,West,HP-14815
CA-2016-122133,16/05/2016,23/05/2016,Standard Class,East,JR-15670
US-2017-123281,02/04/2017,07/04/2017,Standard Class,West,JF-15190
CA-2017-100524,31/03/2017,02/04/2017,Second Class,East,CM-12115
CA-2017-113481,02/01/2017,04/01/2017,First Class,South,AS-10045
CA-2015-131758,28/05/2015,01/06/2015,Standard Class,East,KB-16315
CA-2014-118339,17/03/2014,24/03/2014,Standard Class,Central,BN-11515
CA-2014-153976,03/10/2014,08/10/2014,Second Class,Central,BP-11290
CA-2016-162901,28/03/2016,31/03/2016,First Class,South,AS-10045
CA-2017-162978,04/05/2017,09/05/2017,Standard Class,West,LW-16990
US-2014-160444,05/07/2014,05/07/2014,Same Day,Central,DC-12850
CA-2016-145247,05/05/2016,07/05/2016,First Class,South,ND-18370
CA-2017-160045,26/04/2017,27/04/2017,First Class,Central,LB-16735
US-2014-151925,26/09/2014,01/10/2014,Second Class,West,KT-16465
CA-2017-125199,19/10/2017,25/10/2017,Standard Class,East,HM-14860
US-2017-155425,10/11/2017,11/11/2017,First Class,West,AB-10600
CA-2017-133249,08/07/2017,11/07/2017,First Class,West,SZ-20035
US-2015-103471,24/12/2015,28/12/2015,Standard Class,West,JR-15670
CA-2017-136672,07/03/2017,12/03/2017,Standard Class,East,MG-17890
US-2014-157021,01/04/2014,06/04/2014,Second Class,West,KM-16720
CA-2015-120362,14/09/2015,19/09/2015,Standard Class,West,CA-12265
CA-2014-126361,04/08/2014,09/08/2014,Second Class,West,VD-21670
US-2016-100566,03/09/2016,09/09/2016,Standard Class,Central,JK-16120
US-2016-108504,05/02/2016,05/02/2016,Same Day,South,PP-18955
CA-2017-124828,03/07/2017,04/07/2017,First Class,South,YS-21880
US-2017-117247,09/10/2017,14/10/2017,Standard Class,Central,CK-12760
CA-2016-124485,24/11/2016,26/11/2016,First Class,East,NC-18340
CA-2016-159212,01/11/2016,05/11/2016,Standard Class,South,KM-16375
US-2016-161396,19/04/2016,25/04/2016,Standard Class,East,GM-14455
US-2014-118486,06/04/2014,08/04/2014,First Class,East,SD-20485
CA-2016-130407,02/09/2016,06/09/2016,Standard Class,East,KD-16270
US-2016-122245,25/09/2016,30/09/2016,Standard Class,West,AB-10105
CA-2017-105144,04/11/2017,11/11/2017,Standard Class,Central,SZ-20035
CA-2016-136329,09/07/2016,13/07/2016,Standard Class,East,JD-15895
CA-2014-146640,30/06/2014,05/07/2014,Standard Class,East,HA-14905
CA-2017-115994,28/01/2017,31/01/2017,Second Class,West,BT-11305
CA-2015-126697,21/09/2015,24/09/2015,First Class,Central,SV-20815
CA-2015-124800,26/09/2015,30/09/2015,Standard Class,West,RW-19540
US-2015-164448,31/10/2015,04/11/2015,Second Class,West,DK-12835
CA-2017-122700,26/11/2017,30/11/2017,Standard Class,East,LT-17110
CA-2014-120768,19/12/2014,21/12/2014,Second Class,South,IM-15070
US-2016-153129,26/12/2016,30/12/2016,Standard Class,West,FP-14320
CA-2017-106852,20/06/2017,27/06/2017,Standard Class,East,ST-20530
CA-2015-139731,15/10/2015,15/10/2015,Same Day,Central,JE-15745
CA-2017-122735,12/04/2017,15/04/2017,Second Class,East,BD-11320
CA-2017-128160,19/12/2017,24/12/2017,Second Class,West,MM-17920
CA-2017-117695,05/08/2017,08/08/2017,First Class,South,PW-19030
CA-2015-166135,01/10/2015,06/10/2015,Standard Class,West,SC-20440
CA-2016-133725,23/05/2016,28/05/2016,Standard Class,Central,KL-16645
CA-2017-102337,13/06/2017,16/06/2017,First Class,Central,SD-20485
